combo_id,seed,iter,population,sigma,alpha,hidden_sizes,episodes_per_eval,iterations,temperature,topk,K,J_curr,J_best_true,SR_curr,MX_curr,wallclock_s
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,99,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-155.8,-139.46666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,0,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-942.1333333333333,-414.4,0.4666666666666667,0.26355265342897,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,1,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-676.8,-298.8666666666667,0.8666666666666667,0.4465432536785098,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,2,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-543.1333333333333,-408.6666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,3,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-447.6,-244.66666666666666,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,4,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-385.6,-218.6,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,5,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-323.26666666666665,-233.33333333333334,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,6,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-279.6,-258.4,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,7,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-267.06666666666666,-193.73333333333332,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,8,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-228.33333333333334,-186.4,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,9,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-213.26666666666668,-184.46666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,10,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-193.33333333333334,-184.26666666666668,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,11,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-202.53333333333333,-180.46666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,12,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-199.93333333333334,-166.13333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,13,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-201.26666666666668,-164.53333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,14,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-163.53333333333333,-156.46666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,15,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-168.86666666666667,-167.13333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,16,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-180.26666666666668,-143.93333333333334,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,17,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-162.93333333333334,-157.0,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,18,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-164.8,-140.06666666666666,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,19,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-184.66666666666666,-155.06666666666666,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,20,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-168.6,-147.93333333333334,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,21,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-158.13333333333333,-149.2,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,22,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-167.0,-144.0,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,23,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-170.86666666666667,-147.93333333333334,1.0,0.5,
